@relation digTrain2k

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute f120 numeric
@attribute f121 numeric
@attribute f122 numeric
@attribute f123 numeric
@attribute f124 numeric
@attribute f125 numeric
@attribute f126 numeric
@attribute f127 numeric
@attribute f128 numeric
@attribute f129 numeric
@attribute f130 numeric
@attribute f131 numeric
@attribute f132 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0.232143,0,0.037037,0.024691,0,0,0,0,0,0.036111,0,0,0,0,0.015873,0,0,0,0,0.013889,0,0,0.055556,0.024691,0.049383,0.08642,0.024691,0.098765,0,0,0,0.269444,0,0,0,0,0.081349,0,0,0,0,0,0,0,0.06746,0.024691,0.098765,0,0,0,0,0,0,0.152778,0,0,0,0,0.168651,0,0,0,0,0,0,0,0,0,0,0,0,0.123457,0,0,0,0.152778,0,0,0,0,0.093254,0,0,0,0,0,0.001984,0.049603,0,0.074074,0,0,0,0,0.012346,0.061728,0.074074,0.230556,0,0,0,0,0.085317,0,0,0,0,0,0.134921,0,0,0,0,0,0,0.012346,0.111111,0.061728,0,0.158333,0
0,0,0,0,0,0,0,0,0,0,0,0,0.216458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005367,0.035778,0,0.062612,0.056338,0.084507,0.028169,0.028169,0.056338,0.070423,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0.001789,0,0.144902,0.056338,0.084507,0.014085,0,0.014085,0.028169,0,0,0.206349,0,0,0,0,0,0,0,0,0,0,0.169946,0,0,0.014085,0,0,0,0.028169,0.084507,0,0,0.137566,0,0,0,0,0,0,0,0,0,0,0.09839,0.003578,0.025045,0.098592,0.056338,0,0,0.084507,0.070423,0.028169,0.014085,0.322751,0,0,0,0,0,0,0,0,0,0,0.236136,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.021484,0,0,0,0,0,0.042969,0,0,0,0.109375,0.021277,0.028369,0.049645,0,0,0.021277,0.042553,0.007092,0.131783,0,0,0.017578,0,0,0,0.001953,0,0.017578,0.099609,0,0,0,0.007092,0.007092,0.049645,0.028369,0.028369,0.014184,0.028369,0.014184,0.206718,0,0,0,0,0,0,0.009766,0,0.132812,0,0,0,0.058594,0.007092,0.042553,0.021277,0,0,0.021277,0.007092,0,0.095607,0,0,0,0,0,0,0.132812,0,0.005859,0.058594,0,0,0,0,0.021277,0.007092,0,0.014184,0.035461,0.035461,0,0.126615,0,0.027344,0,0,0.005859,0,0.017578,0,0,0,0.003906,0.042969,0.017578,0.014184,0.035461,0.042553,0.014184,0,0.028369,0.049645,0.035461,0.245478,0,0.021484,0,0,0,0,0.048828,0,0,0.011719,0.09375,0,0,0,0.014184,0.085106,0.007092,0,0.042553,0.070922,0,0.193798,2
0.022005,0,0.02934,0,0,0,0,0,0.05379,0,0,0,0.085575,1,0,0,0,0,0,0,0,0.125326,0,0,0.012225,0,0.002445,0,0,0,0.007335,0.04401,0.007335,0,0,0,0,0,0,0,0,0,0,0.250653,0,0,0,0,0,0,0,0,0.195599,0,0,0,0.04401,0,0,0,0,0,0,0,0,0.049608,0,0,0,0,0,0,0.02445,0,0.02445,0,0.066015,0,0,0,0,0,0,0,0,0,0,0.206266,0.022005,0,0,0,0,0,0,0,0.107579,0,0.00489,0.012225,0.01956,0,0,0,0,0,0,0,0,0.195822,0.002445,0,0,0,0,0,0,0,0.041565,0,0.171149,0,0,0,0,0,0,0,0,0,0,0.172324,3
0,0.005988,0,0,0.013174,0.01018,0,0,0,0,0,0,0.130539,0,0,0,0,0,0,0,0,0.192946,0,0.027545,0,0.027545,0,0.050299,0.023353,0,0,0.04012,0,0,0.008383,0,0,0,0,0,0,0,0,0.190871,0,0,0,0,0,0,0,0.001796,0.072455,0,0.017964,0,0.043114,0,0,0,0,0,0,0,0,0.278008,0,0.008383,0,0,0,0.001796,0.004192,0.032934,0,0,0.102994,0,0,0.5,0,0,0,0.5,0,0,0,0.188797,0,0,0,0,0,0,0,0,0.01497,0,0.124551,0,0.032934,0,0,0,0,0,0,0,0,0.149378,0,0,0,0,0,0,0,0,0,0,0.20479,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0.197049,0.018018,0.013514,0.013514,0,0,0,0,0,0.045139,0,0,0,0,0,0.000434,0.008247,0,0,0.000868,0.078559,0,0.040365,0,0.040541,0.081081,0.009009,0.018018,0.04955,0.085586,0,0.319444,0,0.000434,0.032552,0,0,0,0.00217,0,0.009115,0,0,0,0.120226,0.031532,0.036036,0.018018,0.009009,0.018018,0.040541,0.027027,0.013514,0.175347,0,0,0,0,0.003906,0,0.017795,0,0,0,0.159722,0,0,0.013514,0.013514,0.022523,0.018018,0.022523,0.013514,0.004505,0.013514,0.107639,0.013021,0,0,0,0,0.015191,0,0,0.039931,0,0.027344,0.003906,0.033854,0.036036,0.036036,0.081081,0.018018,0.004505,0.036036,0.081081,0.013514,0.300347,0,0,0,0,0,0,0,0,0.000434,0,0.194878,0,0,0,0.004505,0,0,0.009009,0.022523,0.009009,0.004505,0.052083,5
0,0,0,0,0,0,0.001727,0,0,0,0,0,0.153713,0.03876,0.054264,0.007752,0,0,0.015504,0,0,0.147982,0,0,0,0,0,0,0.039724,0,0,0.2038,0,0,0,0,0,0.015504,0.007752,0.046512,0.031008,0,0,0.06278,0,0.060449,0,0,0.044905,0,0.008636,0,0,0,0,0,0.034542,0.069767,0.031008,0,0,0.062016,0.03876,0,0,0.156951,0,0.043178,0,0,0.025907,0.008636,0.013817,0,0,0.037997,0,0,0,0.031008,0.046512,0.031008,0.015504,0.069767,0,0,0,0.210762,0,0.013817,0,0,0.02418,0,0,0,0,0,0,0.093264,0,0.077519,0.023256,0.015504,0.023256,0.023256,0,0.031008,0.054264,0.233184,0,0,0,0,0.027634,0,0,0,0,0,0.164076,0,0,0.007752,0,0,0,0.031008,0.069767,0.031008,0,0.188341,6
0,0,0.001401,0,0,0.014006,0,0,0,0,0,0.011204,0.029412,0.04065,0.00813,0.02439,0,0,0.00813,0.00813,0.00813,0.070081,0,0,0.051821,0,0.032213,0.018207,0,0,0,0.005602,0.016807,0,0.026611,0.01626,0.056911,0.154472,0.01626,0.03252,0.097561,0.073171,0.01626,0.450135,0,0,0,0,0,0,0,0,0.061625,0,0,0.015406,0.015406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106443,0,0.152661,0,0,0.00813,0.081301,0.00813,0,0.00813,0.081301,0.00813,0,0.242588,0,0,0,0,0,0,0,0,0.022409,0,0.001401,0.019608,0.009804,0.04878,0.03252,0.00813,0,0.00813,0.00813,0.01626,0.00813,0.107817,0,0,0,0,0,0,0,0,0.001401,0,0.386555,0,0,0,0.01626,0,0,0.02439,0.056911,0.01626,0,0.12938,7
0,0,0,0,0,0,0,0,0,0,0,0,0.211491,0.090909,0.020202,0.010101,0,0,0,0,0,0.070455,0,0,0,0,0.045232,0.001222,0,0,0,0.0489,0.00489,0,0,0,0.010101,0.080808,0.070707,0.030303,0.030303,0.010101,0,0.277273,0,0,0,0,0.001222,0,0,0,0,0,0,0,0.149144,0.040404,0.080808,0.020202,0,0,0,0,0,0.184091,0,0,0,0,0,0,0,0,0,0,0.180929,0,0,0,0,0,0,0.050505,0.070707,0.050505,0,0.127273,0,0,0,0,0.0489,0,0,0,0.001222,0,0.022005,0.007335,0.013447,0.040404,0.050505,0,0,0.020202,0.050505,0.080808,0.040404,0.329545,0,0,0,0,0,0,0,0,0,0,0.264059,0,0,0,0,0,0,0.040404,0.010101,0,0,0.011364,8
0,0,0,0,0.00334,0,0,0,0.004676,0,0,0,0.171009,0.018868,0.037736,0.025157,0,0,0,0.012579,0.025157,0.132597,0,0,0,0,0.03674,0,0.002672,0,0,0.008016,0.018704,0,0.007348,0.006289,0.012579,0.09434,0.037736,0.025157,0.044025,0.018868,0,0.423573,0,0,0,0,0,0,0,0,0.062124,0,0,0,0.147629,0.006289,0.031447,0.018868,0,0,0,0.012579,0.012579,0.047882,0,0,0,0,0,0,0.000668,0,0.014696,0,0.140281,0,0,0.012579,0.018868,0.025157,0.006289,0.031447,0.069182,0.056604,0.025157,0.197053,0,0,0,0,0,0,0.001336,0,0.001336,0,0.072812,0,0.079492,0.031447,0.062893,0.037736,0.012579,0.025157,0.062893,0.069182,0.012579,0.198895,0,0,0,0,0,0,0,0,0,0,0.227121,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0.003067,0,0,0,0.251534,0.014493,0.043478,0.043478,0,0,0,0,0.014493,0.055172,0,0,0,0,0,0,0.003067,0,0,0.101227,0,0,0.009202,0.028986,0.014493,0.043478,0.086957,0.028986,0.014493,0,0,0.213793,0,0,0,0,0.076687,0,0,0,0,0,0,0,0.064417,0.057971,0.072464,0.014493,0,0,0,0,0,0.182759,0,0,0,0,0.113497,0,0.003067,0,0,0.01227,0.027607,0,0,0,0,0,0.028986,0.043478,0.057971,0,0,0.165517,0,0,0,0,0.055215,0,0,0,0.006135,0,0.015337,0.018405,0,0.043478,0.028986,0,0,0,0.028986,0.072464,0.072464,0.272414,0,0,0,0,0.018405,0,0,0,0,0,0.220859,0,0,0,0,0,0,0.028986,0.072464,0.043478,0,0.110345,0
0,0,0,0,0,0,0,0,0,0,0,0,0.210728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028736,0,0.088123,0.068493,0.068493,0.041096,0,0.082192,0.068493,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0.159004,0.041096,0.068493,0,0,0.013699,0,0,0,0.140625,0,0,0,0,0,0,0,0,0,0,0.16092,0,0.001916,0.013699,0.027397,0,0,0.054795,0.082192,0,0,0.1875,0,0,0,0,0,0,0.007663,0,0,0,0.045977,0.005747,0.038314,0.082192,0.068493,0,0.013699,0.068493,0.068493,0.054795,0.013699,0.359375,0,0,0,0,0,0,0,0,0,0,0.252874,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.004004,0,0,0,0.002002,0,0.053053,0.037037,0,0.004004,0.015015,0.017857,0.02381,0.071429,0.029762,0.02381,0.011905,0.065476,0.017857,0.251092,0,0,0,0,0,0,0,0,0,0.24024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045045,0,0.074074,0.02002,0,0.01001,0,0.011905,0.047619,0.02381,0,0.005952,0.053571,0.029762,0,0.176856,0,0,0,0,0,0,0,0,0,0.24024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061061,0,0,0,0.007007,0,0,0.002002,0,0.003003,0.038038,0,0.029762,0.02381,0.071429,0.017857,0.011905,0.011905,0.089286,0.02381,0.310044,0,0,0,0,0,0.036036,0,0,0,0.001001,0.107107,0,0,0,0.017857,0.113095,0.005952,0.005952,0.035714,0.107143,0,0.262009,2
0.002878,0,0.004317,0,0,0.020144,0,0,0.033094,0,0,0.007194,0.128058,0.014184,0.028369,0.028369,0,0,0.007092,0.014184,0.014184,0.080378,0,0,0.001439,0,0.005755,0,0.004317,0,0.008633,0.020144,0.027338,0,0.002878,0,0.021277,0.106383,0.014184,0.028369,0.049645,0.035461,0.014184,0.36643,0,0,0,0,0,0,0,0,0.070504,0,0,0.017266,0.120863,0.014184,0.014184,0.007092,0,0,0,0.021277,0.007092,0.054374,0,0,0,0,0,0,0.058993,0,0.048921,0,0.086331,0,0,0.007092,0,0.014184,0.042553,0.021277,0.021277,0.035461,0.042553,0.163121,0.020144,0,0,0,0,0.004317,0,0,0.025899,0,0.010072,0.035971,0.034532,0.014184,0.028369,0.056738,0.007092,0.014184,0.014184,0.042553,0.028369,0.182033,0.005755,0,0,0,0,0,0.001439,0,0.028777,0,0.164029,0,0,0.007092,0.028369,0.028369,0.007092,0.014184,0.042553,0.042553,0,0.153664,3
0,0.007022,0,0,0,0.013343,0,0,0,0,0,0,0.168539,0.021505,0.021505,0.021505,0.005376,0.021505,0.021505,0,0,0.105769,0,0,0,0,0,0.018961,0.023876,0,0,0,0.043539,0,0.058989,0.026882,0.064516,0.026882,0,0.043011,0.053763,0.010753,0,0.225,0,0.009129,0,0,0.009831,0.003511,0,0,0.044944,0,0.016854,0.00632,0.011938,0.032258,0.075269,0.026882,0.005376,0.026882,0.043011,0.048387,0.016129,0.342308,0,0.014045,0,0,0,0,0.023174,0,0,0,0.132725,0,0,0.010753,0.016129,0.026882,0.010753,0.037634,0.021505,0.064516,0,0.157692,0,0,0,0,0,0,0.003511,0,0.024579,0,0.122893,0.014747,0,0.053763,0.032258,0,0.005376,0.048387,0.037634,0.010753,0.010753,0.169231,0,0,0,0,0,0,0,0,0,0,0.227528,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0.005515,0,0.000919,0.011029,0,0,0.184743,0.021739,0.043478,0,0,0,0,0,0.021739,0.056818,0,0,0,0,0,0,0.007353,0,0,0.002757,0.096507,0,0.012868,0.021739,0.065217,0.304348,0.043478,0.043478,0.086957,0.347826,0,0.3125,0,0,0,0,0,0,0.020221,0,0.03125,0.019301,0,0,0.068934,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.017463,0,0,0,0.198529,0,0,0,0,0,0,0,0,0,0,0.014205,0.012868,0,0,0,0,0,0,0.001838,0.038603,0,0.023897,0.001838,0.030331,0,0,0,0,0,0,0,0,0.34375,0,0,0,0,0,0,0.001838,0,0,0,0.211397,0,0,0,0,0,0,0,0,0,0,0.022727,5
