@relation digTest5k

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute f120 numeric
@attribute f121 numeric
@attribute f122 numeric
@attribute f123 numeric
@attribute f124 numeric
@attribute f125 numeric
@attribute f126 numeric
@attribute f127 numeric
@attribute f128 numeric
@attribute f129 numeric
@attribute f130 numeric
@attribute f131 numeric
@attribute f132 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0,0,0,0,0.023438,0,0,0,0,0,0,0,0.135937,0.046296,0.064815,0.037037,0,0,0,0,0,0.166667,0,0,0,0,0.035937,0.001563,0,0,0,0.117188,0,0,0,0,0.009259,0.055556,0.055556,0.074074,0,0,0,0.172917,0,0,0,0,0.082812,0,0,0,0,0,0,0.0125,0.009375,0.064815,0.027778,0,0,0,0.009259,0.009259,0.027778,0.239583,0,0,0.003125,0,0.048438,0,0,0.001563,0,0,0.04375,0,0,0.009259,0,0,0,0.074074,0.064815,0.018519,0.009259,0.25,0,0,0,0,0,0,0,0.001563,0,0,0,0.292187,0,0,0,0,0,0,0,0.064815,0.009259,0.016667,0,0,0.003125,0,0,0,0,0.003125,0.010937,0,0.129688,0.04375,0,0.101852,0.018519,0,0,0.092593,0.027778,0.018519,0.009259,0.154167,9
0,0,0,0,0,0,0,0,0.00274,0.046575,0,0.016438,0,0.113636,0.011364,0.022727,0.045455,0.113636,0,0,0.022727,0.312236,0,0,0,0,0,0,0,0,0,0.268493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128767,0,0.125,0,0,0.011364,0,0,0,0.034091,0.21519,0,0,0,0,0,0,0,0,0,0.189041,0,0,0,0,0,0,0.034091,0.113636,0,0,0,0.122363,0,0,0,0,0,0,0,0,0,0,0,0.273973,0,0.022727,0,0,0,0,0,0,0.022727,0.021097,0,0,0,0,0,0,0,0,0,0.041096,0.00274,0.030137,0,0.079545,0,0,0.034091,0.113636,0.011364,0.022727,0.045455,0.329114,1
0,0,0,0,0.031669,0,0,0,0,0,0,0,0.108404,0.038462,0.076923,0.057692,0,0,0,0,0,0.189409,0,0,0,0,0.052375,0,0,0,0,0.108404,0,0,0,0,0,0.028846,0.086538,0.038462,0,0,0,0.154786,0,0,0,0,0.158343,0,0,0,0,0,0,0,0.013398,0.105769,0.019231,0,0,0,0,0,0,0.136456,0,0,0,0,0.18514,0,0,0,0,0.008526,0,0,0,0,0,0,0.028846,0.096154,0,0,0,0.099796,0,0,0,0,0.102314,0,0,0.001218,0,0,0,0.045067,0,0.086538,0,0,0,0,0.009615,0.067308,0.067308,0.240326,0,0,0,0,0.099878,0,0,0,0,0,0.085262,0,0,0,0,0,0,0.038462,0.096154,0.057692,0,0.179226,0
0,0,0.010463,0,0,0.001495,0,0.004484,0.06278,0.007474,0,0.029895,0.008969,0.033333,0.025,0.058333,0.025,0,0.016667,0.05,0.033333,0.218182,0,0,0,0,0,0,0,0,0,0.195815,0,0,0,0.016667,0,0,0.033333,0.05,0,0,0.008333,0.112121,0,0,0,0,0,0,0,0,0.127055,0,0,0.071749,0,0.033333,0.041667,0,0,0,0,0,0,0.069697,0,0,0,0,0,0,0.017937,0,0.001495,0.161435,0,0,0,0.008333,0.008333,0,0,0.075,0.025,0,0.008333,0.142424,0,0,0,0,0,0,0.004484,0,0.011958,0,0,0.110613,0,0.05,0.025,0.016667,0.008333,0.016667,0.008333,0.05,0.016667,0.254545,0,0,0,0,0,0.00299,0.043348,0,0,0.109118,0.005979,0.010463,0,0,0.008333,0.066667,0.033333,0.016667,0.025,0.091667,0.016667,0.20303,2
0,0,0.018106,0,0,0,0,0.004178,0.048747,0,0,0.052925,0.019499,0,0.028571,0.071429,0,0.007143,0.021429,0.042857,0.028571,0.169271,0,0,0.002786,0,0,0,0,0,0.020891,0.137883,0,0,0,0.028571,0,0.014286,0.042857,0.042857,0,0.007143,0.021429,0.166667,0,0,0,0,0,0,0,0,0.094708,0,0,0.116992,0,0.028571,0.014286,0.007143,0,0,0,0.014286,0,0.041667,0,0,0.01532,0,0,0,0.002786,0,0.034819,0.058496,0,0,0,0.021429,0.014286,0.014286,0.042857,0.035714,0.021429,0.035714,0.021429,0.260417,0.016713,0,0,0,0,0,0,0,0.050139,0,0,0.144847,0,0.035714,0.014286,0.014286,0.021429,0.014286,0,0.028571,0.014286,0.114583,0.02507,0,0,0,0,0,0,0,0.05571,0,0.079387,0,0,0.028571,0.042857,0.021429,0,0.028571,0.064286,0.042857,0,0.247396,3
0,0.012802,0,0,0,0.093883,0,0,0,0.027027,0,0,0.01707,0.066225,0.019868,0.013245,0.013245,0.066225,0.013245,0,0,0.172336,0,0,0,0,0,0.116643,0,0,0,0.071124,0,0,0,0.046358,0.019868,0.013245,0,0.072848,0,0,0,0.113379,0,0.002845,0,0,0,0.069701,0,0,0,0,0,0.045519,0,0.046358,0,0.013245,0.039735,0.02649,0,0.013245,0.046358,0.22449,0,0,0,0,0,0.086771,0,0,0,0.019915,0,0,0,0.066225,0.013245,0.019868,0.006623,0.092715,0,0,0,0.24263,0,0,0,0,0,0,0,0,0,0,0,0.291607,0,0,0,0,0,0,0,0.013245,0.006623,0.006803,0,0,0,0,0,0,0,0,0,0.007112,0.001422,0.136558,0,0.072848,0,0,0.006623,0.086093,0.006623,0.05298,0.02649,0.240363,4
0,0,0,0.001595,0,0,0.027113,0,0,0,0,0,0.132376,0.034682,0.028902,0.028902,0.00578,0.023121,0.023121,0,0.00578,0.163561,0,0,0,0,0,0.015949,0.14992,0,0,0.019139,0,0,0,0,0.00578,0.069364,0,0.011561,0.017341,0.063584,0,0.132505,0,0,0.017544,0,0,0,0.015949,0,0.068581,0,0,0,0.025518,0.028902,0.017341,0.023121,0.011561,0.00578,0.011561,0.052023,0.011561,0.207039,0,0,0.001595,0,0,0,0.132376,0,0.025518,0.019139,0,0,0,0,0,0.034682,0.040462,0.011561,0,0.023121,0.023121,0.140787,0.004785,0,0,0,0,0,0,0.001595,0.1563,0,0,0.044657,0.012759,0,0.011561,0.069364,0.00578,0,0.00578,0.052023,0.023121,0.118012,0,0,0,0,0,0,0,0.00319,0.094099,0.00638,0.023923,0,0,0.023121,0.011561,0.040462,0.00578,0.040462,0.023121,0.057803,0.017341,0.238095,5
0,0,0,0,0,0.001658,0,0.003317,0.008292,0,0,0.099502,0.018242,0.029703,0.029703,0.079208,0.019802,0,0.009901,0.09901,0.009901,0.227758,0,0,0,0,0,0,0,0,0.048093,0.053068,0,0,0,0.019802,0,0.069307,0.049505,0.049505,0,0.049505,0.029703,0.291815,0,0,0,0,0,0,0,0,0.018242,0,0,0.218905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089552,0,0.029851,0,0,0.069307,0.039604,0,0,0.069307,0.039604,0,0,0.252669,0,0,0,0,0,0,0,0,0.013267,0,0,0.242123,0,0.009901,0.009901,0,0,0,0,0,0,0.007117,0,0,0,0,0,0,0,0,0.024876,0,0.127695,0.003317,0,0.049505,0.029703,0,0,0.049505,0.059406,0.009901,0.019802,0.220641,7
0,0,0,0,0,0,0.037815,0,0,0.001401,0,0,0.119048,0.048387,0.048387,0.016129,0.008065,0.056452,0.040323,0,0,0.145263,0,0,0,0,0,0,0,0,0,0.273109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0.002801,0,0.061625,0,0,0,0,0,0.02521,0.072581,0.040323,0.008065,0,0.080645,0.024194,0,0,0.16,0,0,0,0,0,0.019608,0,0,0,0.180672,0,0,0,0,0.032258,0.032258,0.040323,0.008065,0,0,0,0.109474,0,0.021008,0,0,0.011204,0,0,0,0,0,0,0.064426,0,0.072581,0.040323,0,0.016129,0.032258,0,0.040323,0.064516,0.296842,0,0,0,0,0.070028,0,0,0,0,0.002801,0.05042,0,0,0,0,0,0.008065,0.048387,0.056452,0.064516,0,0.288421,6
0,0,0,0,0.039012,0,0,0,0,0,0,0,0.106632,0.030075,0.06015,0.06015,0,0,0,0,0,0.184514,0.007802,0.003901,0,0,0.011704,0.031209,0.040312,0,0,0.019506,0,0,0.010403,0.030075,0.037594,0.052632,0.037594,0.090226,0.052632,0,0.015038,0.210873,0,0,0,0,0.013004,0,0,0,0.007802,0,0,0.148244,0,0.045113,0.007519,0,0,0,0,0.045113,0.052632,0.15486,0,0,0,0,0.037711,0,0.094928,0,0,0.018205,0,0,0,0,0,0.015038,0.052632,0.030075,0.022556,0,0,0.177924,0,0,0,0,0,0,0,0,0,0,0,0.253576,0,0.082707,0,0,0,0,0,0,0.022556,0.074135,0,0,0,0,0.091027,0,0,0,0,0.0013,0.062419,0.0013,0,0,0,0,0.007519,0.030075,0.067669,0.045113,0.007519,0.197694,8
0,0,0,0,0.062169,0,0,0,0,0,0,0,0.074074,0.036364,0.063636,0.063636,0,0,0,0,0,0.201531,0,0,0,0,0.074074,0,0,0,0,0.079365,0,0,0.003968,0,0.009091,0.054545,0.054545,0.063636,0,0,0,0.160714,0,0,0,0,0.050265,0,0,0,0,0,0,0.092593,0,0.054545,0,0,0,0,0,0.090909,0.027273,0.188776,0,0,0.002646,0,0.031746,0,0,0.002646,0.006614,0,0.043651,0.015873,0,0.027273,0.009091,0,0,0.081818,0.045455,0.036364,0.009091,0.265306,0,0,0,0,0,0,0,0,0,0,0,0.277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002646,0,0.002646,0,0.104497,0.072751,0,0.109091,0.009091,0,0.009091,0.081818,0.036364,0.009091,0.018182,0.183673,9
0,0,0,0,0,0,0,0,0,0,0,0,0.276451,0.022727,0.011364,0,0,0,0,0,0,0.013453,0,0,0,0,0,0,0,0,0,0.006826,0.030717,0,0.023891,0.079545,0.034091,0.011364,0.011364,0.125,0.022727,0,0,0.295964,0,0,0,0,0,0,0,0,0,0,0,0,0.143345,0.125,0.034091,0,0,0,0,0,0,0.188341,0,0,0,0,0,0,0,0,0,0,0.174061,0,0,0,0,0,0,0.113636,0.045455,0,0,0.147982,0,0,0,0,0,0,0,0,0.003413,0,0.010239,0.003413,0.020478,0.113636,0.034091,0,0,0.147727,0.011364,0.034091,0.022727,0.35426,0,0,0,0,0,0,0,0,0,0,0.307167,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.001412,0,0.014124,0,0,0,0.011299,0,0,0,0.135593,0.047619,0.066667,0.047619,0,0,0.009524,0,0.019048,0.158824,0,0,0,0,0.05226,0,0,0,0,0.131356,0,0,0,0,0,0.028571,0.07619,0.057143,0,0,0,0.156863,0,0,0,0,0.125706,0,0,0,0,0,0,0,0.035311,0.085714,0.047619,0,0,0,0,0,0,0.160784,0,0,0,0,0.168079,0,0,0,0,0.022599,0,0,0,0,0,0.009524,0.019048,0.114286,0,0,0,0.147059,0,0,0,0,0.077684,0,0,0,0,0,0,0.063559,0,0.066667,0,0,0,0,0,0.057143,0.066667,0.188235,0,0,0,0,0.084746,0,0,0.001412,0,0,0.074859,0,0,0,0,0,0,0.038095,0.095238,0.038095,0.009524,0.188235,0
0,0,0.005727,0,0,0,0,0.003436,0.050401,0.017182,0,0.034364,0.006873,0.053846,0.015385,0.069231,0.030769,0,0.007692,0.061538,0.030769,0.250681,0,0,0,0,0,0,0,0,0,0.207331,0,0,0,0,0,0,0.023077,0.046154,0,0,0,0.073569,0,0,0,0,0,0,0,0,0.087056,0,0,0.074456,0,0.061538,0.038462,0,0,0.007692,0.007692,0,0,0.147139,0,0,0,0,0,0,0.0252,0,0,0.178694,0,0,0,0,0,0,0,0.053846,0.030769,0,0,0.081744,0,0,0,0,0,0,0.018328,0,0.009164,0,0,0.112257,0,0.046154,0.023077,0.015385,0.015385,0.023077,0.015385,0.046154,0.023077,0.239782,0,0,0,0,0,0,0.033219,0,0,0.130584,0,0.005727,0,0,0,0.084615,0.030769,0.015385,0,0.107692,0.015385,0.207084,2
0,0,0.026565,0,0,0,0,0.025617,0.028463,0,0,0.056926,0.011385,0.018182,0.018182,0.078788,0.006061,0.018182,0.012121,0.066667,0.018182,0.194712,0,0,0.005693,0,0,0,0,0,0.014231,0.155598,0,0,0,0.030303,0,0.012121,0.036364,0.036364,0.006061,0,0.024242,0.161058,0,0,0,0,0,0,0,0,0.055977,0,0,0.14611,0,0.018182,0.024242,0,0,0,0,0.012121,0.006061,0.060096,0,0,0.014231,0,0,0,0.016129,0,0.018027,0.093928,0,0,0,0.012121,0.018182,0.030303,0.042424,0.024242,0.030303,0.042424,0.018182,0.245192,0.006641,0,0,0,0,0,0,0,0.034156,0,0,0.163188,0,0.012121,0,0.018182,0.018182,0,0,0.012121,0.018182,0.055288,0.027514,0,0,0,0,0,0,0,0.068311,0.000949,0.027514,0.002846,0,0.030303,0.024242,0.048485,0.006061,0.036364,0.036364,0.060606,0.018182,0.283654,3
0,0.02567,0,0,0,0.035714,0,0,0,0.007812,0,0,0.0625,0.081395,0.017442,0.023256,0.023256,0.05814,0.023256,0,0,0.222689,0,0,0,0,0,0.136161,0,0,0,0.046875,0,0,0,0.063953,0.011628,0.011628,0,0.081395,0,0,0,0.12605,0,0.014509,0,0,0,0.013393,0,0,0,0,0,0.131696,0,0.023256,0,0.005814,0.034884,0.005814,0,0.034884,0.040698,0.170168,0,0,0,0,0,0.080357,0,0,0,0.00558,0,0.012277,0,0.063953,0.005814,0.023256,0.023256,0.093023,0,0.017442,0.02907,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001116,0,0.003348,0,0.004464,0.152902,0,0.075581,0.005814,0,0.005814,0.069767,0.017442,0.011628,0.017442,0.195378,4
